,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
637,I cant wait for the #AppleClinic by @EliteDigitalUG 👏👏 #BuyGenuineBuyElite #m2 #Apple @paul_unzimai @AlproPro @real_modestamay @Ugaman01 https://t.co/sqzwdvwHOA https://t.co/BX6lmD0tBK,i cant wait for the appleclinic by buygenuinebuyelite m2 apple unzimai modestamay ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,82,12
638,"Apple MacBook Air (2022, M2): https://t.co/ImrJTjLXBm
#Apple #MacBookAir #laptop https://t.co/7ygbLn3Y60",apple macbook air 2022 m2 apple macbookair laptop ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,50,8
639,"JK Next wishes you a very #HappyJanmashtami

#Mi #Oppo #Vivo #Samsung #Fitbit #Firestick #Apple #Boat #Noise #Naupada #TembhiNaka #Naupada #Thane #Deals #Discounts https://t.co/IAoG74F9uY",jk next wishes you very happyjanmashtami mi oppo vivo samsung fitbit firestick apple boat noise naupada tembhinaka naupada thane deals discounts ,0.1,0.15,positive,0.0,0.844,0.156,0.3612,145,21
640,"Almost half of businesses struggle to control cloud costs 
https://t.co/TxR0O5z5tu
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom",almost half of businesses struggle to control cloud costs seo google apple ios cybersecurity robotics iot ai software telecom,-0.16666666666666666,0.16666666666666666,negative,0.113,0.887,0.0,-0.3182,125,19
641,The latest The Educators iPadPro! https://t.co/aI7t62NTol Thanks to @9to5mac @ZhugeEX @grammasheri #edinburgh #apple,the latest the educators ipadpro thanks to edinburgh apple,0.35,0.55,positive,0.0,0.734,0.266,0.4404,58,9
642,"Read more of our insights on the most important breaking news stories: https://t.co/0HqJw6w0eg

Our latest being ""@Apple Targets Sept. 7 for #iPhone14 Launch in Flurry of New Devices""

#apple #smartphones #technews #technology https://t.co/8fqJmny4fR",read more of our insights on the most important breaking news stories our latest being targets sept 7 for iphone14 launch in flurry of new devices apple smartphones technews technology ,0.40727272727272723,0.6709090909090909,positive,0.0,0.93,0.07,0.2716,185,30
643,"Iphone 14 Series Lineup
#iphone14 #Apple https://t.co/zKRooImJ1p",iphone 14 series lineup iphone14 apple ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,39,6
644,"iQOO Neo 7 Specification Tipped https://t.co/HndAuwaajV

#iQOO #iQOONeo7 #Android #news #smartphones #like4like #likeforlike #follow4follow #techblog #technews #futuretechnology #socialmedia #innovation #apple #iPhone #5G #iOS #world #gadgets",iqoo neo 7 specification tipped iqoo iqooneo7 android news smartphones like4like likeforlike follow4follow techblog technews futuretechnology socialmedia innovation apple iphone 5g ios world gadgets,0.0,0.0,positive,0.0,0.894,0.106,0.3818,198,24
645,"It's August 18, 2022 at 03:16AM Check out my new single ""Origin"" on iTunes! #itunes #apple #music #NewMusic #guitar 
https://t.co/nx9HYLTma6",it august 18 2022 at 03 16am check out my new single origin on itunes itunes apple music newmusic guitar ,0.032467532467532464,0.3344155844155844,neutral,0.0,1.0,0.0,0.0,105,20
646,"iQOO Neo 7 Specification Tipped 

#iQOO #iQOONeo7 #Android #news #smartphones #like4like #likeforlike #follow4follow #techblog #technews #futuretechnology #socialmedia #innovation #apple #iPhone #5G #iOS #world #gadgets #engineering

https://t.co/qSv81UerDQ https://t.co/mppmj8nPhl",iqoo neo 7 specification tipped iqoo iqooneo7 android news smartphones like4like likeforlike follow4follow techblog technews futuretechnology socialmedia innovation apple iphone 5g ios world gadgets engineering ,0.0,0.0,positive,0.0,0.898,0.102,0.3818,211,25
647,"Credential harvesting: Is it too big of an attack or can you fight back? 
https://t.co/FHegOp3Qza
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

This blog was written by an independent guest blogger.

The hybrid working model is...",credential harvesting is it too big of an attack or can you fight back seo google apple ios cybersecurity robotics iot ai software telecom this blog was written by an independent guest blogger the hybrid working model is ,0.0,0.075,negative,0.137,0.863,0.0,-0.6908,221,38
648,"@Apple 's branding strategy can be a handbook for all aspiring marketers

In this week's Marketing Insights, we will have a simple overview of the top 3 elements of Apple's marketing strategy. A summary from an article by @Simplified

#marketing #branding #strategy  #apple #luc https://t.co/KlSiKi8VHV", branding strategy can be handbook for all aspiring marketers in this week marketing insights we will have simple overview of the top 3 elements of apple marketing strategy summary from an article by marketing branding strategy apple luc ,0.25,0.4285714285714286,positive,0.0,0.952,0.048,0.2023,238,38
649,"Apple plans to unveil iPhone 14 at Sept. 7 event: report

 #Apple #event #iPhone #plans #report #Sept #unveil 

Aincan Finance - Business Finance, Stock Market, Quotes, News
https://t.co/vNwCxgjj3G https://t.co/a4ccCeG7fH",apple plans to unveil iphone 14 at sept 7 event report apple event iphone plans report sept unveil aincan finance business finance stock market quotes news ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,156,26
650,"Android Training in Allahabad
👉 ( 📞 ) 0532-3557581
👉 ( 📧 ) info@conaxweb.com
👉 ( 🌐 ) https://t.co/zk1HGEbDEv
#android #androidtraining #androidtraininginallahabad #iphone #ios #samsung #apple #smartphone #Computer #course #student #trainer #Conaxweb #prayagraj https://t.co/hFIeJQLEzH",android training in allahabad 0532 3557581 info com android androidtraining androidtraininginallahabad iphone ios samsung apple smartphone computer course student trainer conaxweb prayagraj ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,190,22
651,"È appena uscita la nuova #app su #appstore: Chicken LearnMath

New #app is published on #appstore: Chicken LearnMath

https://t.co/Ldfhskeibz

#apps #apple #applicazioni #iPhone #iPad #iOS", appena uscita la nuova app su appstore chicken learnmath new app is published on appstore chicken learnmath apps apple applicazioni iphone ipad ios,-0.3545454545454545,0.7848484848484848,neutral,0.0,1.0,0.0,0.0,148,23
652,"""Product #Review: #Apple Watch Fitness Tracking Is Good Enough for Olympic Athletes #News"": https://t.co/yZi5z1zQrd", product review apple watch fitness tracking is good enough for olympic athletes news ,0.35,0.55,positive,0.0,0.688,0.312,0.6124,86,13
653,"Check out Apple iPad Air 2 16GB, Wi-Fi, 9.7in - Space Grey https://t.co/Eyua3X4k4A #eBay via @eBay_UK #Apple #ipadair2 #iPad",check out apple ipad air 2 16gb wi fi 9 7in space grey ebay via uk apple ipadair2 ipad,-0.05,0.1,positive,0.0,0.93,0.07,0.0516,86,19
654,"ios - Upload media like video and image with Websocket in swift 
https://t.co/zv4cT7lspr
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

I am trying to upload and receive image and video media using WebSocket. Image and vi...",ios upload media like video and image with websocket in swift seo google apple ios cybersecurity robotics iot ai software telecom am trying to upload and receive image and video media using websocket image and vi ,0.0,0.0,positive,0.0,0.888,0.112,0.5106,213,36
655,"#BOOK Sale 99¢ for many #ereaders
Wilde Alpha: A Wilde Pack Romance by Crystal Dawn
#Kindle https://t.co/e41J3nw9sJ
#NOOK https://t.co/1cGUiHpny8
#Apple https://t.co/ZAm6lpGS9d
#Smashwords https://t.co/YFsDiHkokP
#Scribd https://t.co/eeUIzlGZlh
#Paranormal #Vampire #Romance https://t.co/X1GPf53QOc", book sale 99 for many ereaders wilde alpha wilde pack romance by crystal dawn kindle nook apple smashwords scribd paranormal vampire romance ,0.5,0.5,positive,0.0,0.735,0.265,0.802,142,22
656,"What Kind of IoT Starter Kit Makes a Venue Smart? 
https://t.co/ybQcNiKJUx
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom
 
Venue Kit IntroducedMinew cordially introduces you to use our IoT Starter Kit MVS, a complete Bluetooth® LE gadget bu...",what kind of iot starter kit makes venue smart seo google apple ios cybersecurity robotics iot ai software telecom venue kit introducedminew cordially introduces you to use our iot starter kit mvs complete bluetooth le gadget bu ,0.30476190476190473,0.6476190476190476,positive,0.0,0.93,0.07,0.4019,229,37
657,"My wife complains, I don’t talk to her as much as i talk to my TV remote control” Well this is crazy, Today It’s Possible on AppleTV with HOS Smart Home HomeKit Live to control all #Apple #HomeKit Accessories Using Voice.
#marketin…https://t.co/bst5tSiX5u https://t.co/Tl0owdA6ip",my wife complains don talk to her as much as talk to my tv remote control well this is crazy today it possible on appletv with hos smart home homekit live to control all apple homekit accessories using voice marketin ,-0.024891774891774892,0.5738095238095238,negative,0.109,0.786,0.105,-0.0516,217,40
658,"Of the news covering #Apple's Sep event, the key thing catching senior analyst @ivanlamtmt's eye was talk of the non-Pro 6.7"" #iPhone14. With its improved camera, it now brings the fight directly to #Android.  

https://t.co/jj7O7Q9N4N

@Apple @Bloomberg #technews #technology",of the news covering apple sep event the key thing catching senior analyst eye was talk of the non pro 6 7 iphone14 with its improved camera it now brings the fight directly to android technews technology,0.2333333333333333,0.7666666666666666,positive,0.067,0.853,0.08,0.128,204,37
659,"CNBC: RT @StreetSignsCNBC: If you thought Credit Suisse's $201 PT on $AAPL was high, listen to what Loop Venture's @munster_gene has to say about why he thinks #Apple will go to $250. @willkoulouris @mandyCNBC https://t.co/AKziqlvIp5",cnbc rt if you thought credit suisse 201 pt on aapl was high listen to what loop venture gene has to say about why he thinks apple will go to 250 ,0.16,0.5399999999999999,positive,0.0,0.92,0.08,0.3818,146,31
660,[iOS] Compound Interest Calc ($3.99 to Free) #ipad #iOS #AppStore #iTunes #iphone #Apple #app https://t.co/KMSvuJRLZI, ios compound interest calc 3 99 to free ipad ios appstore itunes iphone apple app ,0.4,0.8,positive,0.0,0.656,0.344,0.743,83,15
661,"New Report Says iOS VPNs Don't Work and Apple Knows It. Your privacy is at risk.

#Apple #iPhone #iPadOS #iOS16 #iOS #VPN",new report says ios vpns don work and apple knows it your privacy is at risk apple iphone ipados ios16 ios vpn,0.13636363636363635,0.45454545454545453,negative,0.091,0.909,0.0,-0.2732,110,22
662,"È appena uscita la nuova #app su #appstore: Bursary - Banking for Schools

New #app is published on #appstore: Bursary - Banking for Schools

https://t.co/1mHeCVCnJK

#apps #apple #applicazioni #iPhone #iPad #iOS", appena uscita la nuova app su appstore bursary banking for schools new app is published on appstore bursary banking for schools apps apple applicazioni iphone ipad ios,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,168,27
663,"https://t.co/iNhdWmx2R5👈Click the link for the price
#SheHulk #wednesdaythought #Apple #Femboy  #BlackCatAppreciationDay #NationalNonprofitDay Trumpism #FOMC #LUNC #BBBY #NationalNonprofitDay #AmberTurd #ETH #USA #NYC #America #NASCAR #wednesdaythought #WednesdayMotivation", the link for the price shehulk wednesdaythought apple femboy blackcatappreciationday nationalnonprofitday trumpism fomc lunc bbby nationalnonprofitday amberturd eth usa nyc america nascar wednesdaythought wednesdaymotivation,0.0,0.0,neutral,0.0,1.0,0.0,0.0,225,24
664,"🔥🔥 Automated Hourly $AAPL 🍎 Sentiment Report (📈 / 📉) 🔥🔥
1. Product Series Reviews:
#iPhones 35/50
#Mac #Macbook 52/125
#iPad 60/56
#AppleWatch 48/154
#MacOS #iOS 45/23
General #Apple Products 110/123
2. Company News: 94/92
3. Social Media: 50/42
08/18/2022 07:07 UTC", automated hourly aapl sentiment report 1 product series reviews iphones 35 50 mac macbook 52 125 ipad 60 56 applewatch 48 154 macos ios 45 23 general apple products 110 123 2 company news 94 92 3 social media 50 42 08 18 2022 07 07 utc,0.04166666666666667,0.2833333333333333,neutral,0.0,1.0,0.0,0.0,236,47
665,#apple #tech #mac - Momax enhances MagSafe iPhone chargers with futuristic transparent designs [Save 10%] - https://t.co/gANgIqkzH2 -&gt; @Davidjcc_Zgz https://t.co/feZJCJeUtc, apple tech mac momax enhances magsafe iphone chargers with futuristic transparent designs save 10 gt zgz ,0.0,0.0,positive,0.0,0.725,0.275,0.6486,106,16
666,#apple #tech #mac - Best affordable iPhone plans for 2022 - https://t.co/Ffd5S53qRJ -&gt; @Davidjcc_Zgz https://t.co/vKoTAnZijQ, apple tech mac best affordable iphone plans for 2022 gt zgz ,1.0,0.3,positive,0.0,0.588,0.412,0.743,61,11
667,#apple #tech #mac - watchOS 8.7.1 update fixes reboot bug affecting Apple Watch Series 3 models - https://t.co/C3dlFYBPoI -&gt; @Davidjcc_Zgz https://t.co/XSZvoeRVRS, apple tech mac watchos 8 7 1 update fixes reboot bug affecting apple watch series 3 models gt zgz ,0.0,0.0,positive,0.0,0.87,0.13,0.2732,99,19
668,"#apple #tech #mac - Visible is ending Party Pay for new customers, adds new Visible+ plan - https://t.co/F45qzL9pIw -&gt; @Davidjcc_Zgz https://t.co/SZX9Z53nEV", apple tech mac visible is ending party pay for new customers adds new visible plan gt zgz ,0.13636363636363635,0.45454545454545453,positive,0.069,0.693,0.238,0.5267,91,17
669,#apple #tech #mac - Belkin’s latest USB-C hub mounts to the back of your M1 iMac with a detachable design - https://t.co/GPYMNN2sSA -&gt; @Davidjcc_Zgz https://t.co/XSnj3ljTQV, apple tech mac belkin latest usb hub mounts to the back of your m1 imac with detachable design gt zgz ,0.25,0.45,positive,0.0,0.9,0.1,0.2732,103,20
670,#apple #tech #mac - iOS 15.6.1 fixes two security vulnerabilities that were actively exploited in the wild - https://t.co/9mCl8zY8Iq -&gt; @Davidjcc_Zgz https://t.co/YzKnVJ7k6U, apple tech mac ios 15 6 1 fixes two security vulnerabilities that were actively exploited in the wild gt zgz ,-0.016666666666666663,0.5,positive,0.189,0.533,0.279,0.296,110,20
